t,|i=0,IO:EXT,IOPL:EXT,OQ:1,OQ:2,OO:1,OO:2,IS:1,IS:2,ISPL:1,ISPL:2,RM:1,RM:2,OS:EXT,DMFS,FR,IL,HC,SC,ITHC,TC,|i=1,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC,|i=2,IO:0,IOPL:0,OQ:EXT,OO:EXT,IS:EXT,ISPL:EXT,RM:EXT,OS:0,DMFS,FR,IL,HC,SC,ITHC,TC
30,|,49.666260214613374,[0],49.66626021461337,49.66626021461337,50.375201731978876,49.66626021461334,67.30550515737059,58.01444667473613,"[0, 50.37520173197891, 0]","[0, 49.66626021461337, 0]",0.0,0.7089415173655311,57.68070688934946,49.666260214613374,0.871501236311597,9.62479826802113,103.33739785386662,0,0.0,103.33739785386662,|,49.66626021461337,[0],49.66626021461337,49.66626021461336,50.708941517365545,"[0, 49.66626021461337, 0]",0.0,50.37520173197891,49.66626021461337,0.8671765089741291,0.3337397853866335,3.337397853866335,0,503.7520173197891,507.0894151736554,|,49.66626021461337,[0],49.666260214613374,49.66626021461334,50.708941517365595,"[0, 49.666260214613374, 0]",0.0,49.66626021461337,49.66626021461337,0.9589897468484033,10.333739785386662,103.33739785386662,0,496.6626021461337,600.0000000000003
31,|,51.65155719810016,[0],51.65155719810015,51.65155719810016,51.651557198100114,51.65155719810013,50.37520173197891,49.66626021461337,"[0, 50.0, 0]","[0, 51.65155719810016, 0]",1.4210854715202004e-14,0.0,51.65155719810016,51.65155719810016,0.8753535723810483,8.348442801899871,83.48442801899886,0,0.0,83.48442801899886,|,51.65155719810015,[0],51.65155719810016,51.65155719810014,49.66626021461337,"[0, 51.65155719810016, 0]",0.0,50.0,50.0,0.8701999028852099,-1.65155719810015,0,16.5155719810015,500.0,516.5155719810015,|,51.65155719810016,[0],51.65155719810016,51.65155719810012,49.666260214613374,"[0, 51.65155719810016, 0]",0.0,51.65155719810016,51.65155719810016,0.9602192160891839,8.348442801899878,83.48442801899878,0,516.5155719810016,600.0000000000003
32,|,39.04665673809358,[0],39.04665673809358,39.04665673809358,40.698213936193696,39.04665673809355,50.0,51.65155719810016,"[0, 40.69821393619373, 0]","[0, 39.04665673809358, 0]",0.0,1.651557198100143,39.04665673809358,39.04665673809358,0.8781158845892092,19.301786063806304,209.53343261906446,0,0.0,209.53343261906446,|,39.04665673809358,[0],39.04665673809359,39.04665673809357,51.65155719810016,"[0, 39.04665673809359, 0]",0.0,40.69821393619373,39.04665673809358,0.8730764265026917,10.953343261906426,109.53343261906426,0,406.9821393619373,516.5155719810016,|,39.04665673809358,[0],39.04665673809358,39.04665673809354,51.65155719810016,"[0, 39.04665673809358, 0]",0.0,39.04665673809358,39.04665673809358,0.9611008052943153,20.953343261906454,209.53343261906454,0,390.4665673809358,600.0000000000003
33,|,60.36735493794888,[0],60.36735493794888,60.36735493794888,60.36735493794884,60.36735493794885,40.69821393619373,39.04665673809358,"[0, 50.000000000000014, 0]","[0, 60.000000000000036, 0]",7.105427357601002e-15,0.0,60.00000000000003,60.00000000000003,0.8819519387073935,-0.36735493794885343,7.105427357601002e-14,3.6735493794885343,0.0,3.6735493794886054,|,60.36735493794888,[0],60.36735493794889,60.367354937948875,39.04665673809359,"[0, 60.36735493794889, 0]",0.0,50.000000000000014,50.000000000000014,0.8715918714151648,-10.367354937948868,0,103.67354937948868,500.0000000000001,603.6735493794888,|,60.36735493794888,[0],60.36735493794889,60.36735493794885,39.04665673809358,"[0, 60.36735493794889, 0]",0.0,60.000000000000036,60.000000000000036,0.9621878268531915,-0.3673549379488463,0,3.6735493794884633,600.0000000000003,603.6735493794888
34,|,61.57452333912089,[0],61.574523339120894,61.57452333912089,71.94187827706972,61.94187827706971,50.000000000000014,60.000000000000036,"[0, 60.36735493794889, 0]","[0, 60.36735493794889, 0]",0.0,10.000000000000014,50.00000000000002,49.63264506205117,0.8794713548072879,-11.94187827706972,100.00000000000014,119.41878277069719,0.0,219.41878277069733,|,61.574523339120894,[0],61.57452333912089,61.57452333912087,60.36735493794889,"[0, 61.57452333912089, 0]",0.0,60.36735493794889,50.00000000000002,0.8696449045960108,-11.574523339120873,0,115.74523339120873,603.6735493794889,719.4187827706976,|,61.57452333912089,[0],61.57452333912088,61.574523339120844,60.36735493794889,"[0, 61.57452333912088, 0]",0.0,60.36735493794889,60.00000000000004,0.9625879281077091,-1.5745233391208444,0,15.745233391208444,603.6735493794889,619.4187827706974
35,|,31.562135247553787,[0],31.562135247553787,31.56213524755378,43.13665858667461,33.1366585866746,60.36735493794889,60.36735493794889,"[0, 43.136658586674656, 0]","[0, 33.13665858667463, 0]",0.0,10.000000000000014,43.5040135246235,31.562135247553783,0.8814573919261895,16.863341413325383,268.63341413325395,0,0.0,268.63341413325395,|,31.562135247553787,[0],31.562135247553787,31.56213524755377,61.57452333912089,"[0, 31.562135247553787, 0]",0.0,43.136658586674656,31.562135247553783,0.8717928591979757,18.437864752446227,184.37864752446228,0,431.36658586674656,615.7452333912088,|,31.56213524755378,[0],31.56213524755378,31.562135247553748,61.57452333912088,"[0, 31.56213524755378, 0]",0.0,33.13665858667463,31.562135247553783,0.9632043937068562,28.437864752446256,284.37864752446256,0,331.3665858667463,615.7452333912088
36,|,52.997528496007284,[0],52.997528496007284,52.997528496007284,52.99752849600725,52.99752849600725,43.136658586674656,33.13665858667463,"[0, 50.000000000000014, 0]","[0, 52.997528496007284, 0]",1.4210854715202004e-14,0.0,52.99752849600729,52.99752849600729,0.8846489866678556,7.002471503992744,70.02471503992759,0,0.0,70.02471503992759,|,52.997528496007284,[0],52.997528496007284,52.99752849600728,31.562135247553787,"[0, 52.997528496007284, 0]",0.0,50.000000000000014,50.000000000000014,0.8737218647015185,-2.99752849600727,0,29.9752849600727,500.0000000000001,529.9752849600728,|,52.997528496007284,[0],52.997528496007284,52.99752849600725,31.56213524755378,"[0, 52.997528496007284, 0]",0.0,52.997528496007284,52.997528496007284,0.9641950641963101,7.002471503992751,70.02471503992751,0,529.9752849600728,600.0000000000003
37,|,45.96696993664914,[0],45.966969936649136,45.96696993664915,48.96449843265637,45.966969936649114,50.000000000000014,52.997528496007284,"[0, 48.964498432656406, 0]","[0, 45.96696993664915, 0]",0.0,2.9975284960072557,45.96696993664914,45.96696993664914,0.8872811928618002,11.03550156734363,140.33030063350884,0,0.0,140.33030063350884,|,45.966969936649136,[0],45.96696993664913,45.966969936649114,52.997528496007284,"[0, 45.96696993664913, 0]",0.0,48.964498432656406,45.966969936649136,0.8766034179734897,4.033030063350878,40.330300633508784,0,489.64498432656404,529.9752849600728,|,45.96696993664915,[0],45.96696993664915,45.966969936649114,52.997528496007284,"[0, 45.96696993664915, 0]",0.0,45.96696993664915,45.96696993664915,0.9650121005714035,14.033030063350886,140.33030063350884,0,459.6696993664915,600.0000000000003
38,|,50.678669635219705,[0],50.678669635219705,50.678669635219705,50.67866963521967,50.67866963521968,48.964498432656406,45.96696993664915,"[0, 50.00000000000001, 0]","[0, 50.678669635219705, 0]",0.0,0.0,50.678669635219705,50.678669635219705,0.890047391471566,9.32133036478033,93.2133036478033,0,0.0,93.2133036478033,|,50.678669635219705,[0],50.67866963521971,50.6786696352197,45.96696993664913,"[0, 50.67866963521971, 0]",0.0,50.00000000000001,50.00000000000001,0.8793030168478772,-0.6786696352196984,0,6.786696352196984,500.00000000000006,506.78669635219705,|,50.678669635219705,[0],50.678669635219705,50.67866963521968,45.96696993664915,"[0, 50.678669635219705, 0]",0.0,50.678669635219705,50.678669635219705,0.9658707281706058,9.32133036478033,93.2133036478033,0,506.78669635219705,600.0000000000003
39,|,37.05923247653363,[0],37.05923247653363,37.05923247653362,37.73790211175329,37.059232476533595,50.00000000000001,50.678669635219705,"[0, 37.73790211175333, 0]","[0, 37.05923247653362, 0]",0.0,0.6786696352196984,37.05923247653363,37.05923247653363,0.8919857725123113,22.262097888246707,229.40767523466405,0,0.0,229.40767523466405,|,37.05923247653363,[0],37.05923247653363,37.059232476533616,50.67866963521971,"[0, 37.05923247653363, 0]",0.0,37.73790211175333,37.05923247653363,0.8814308130588849,12.940767523466384,129.40767523466383,0,377.3790211175333,506.7866963521971,|,37.05923247653362,[0],37.059232476533616,37.059232476533595,50.678669635219705,"[0, 37.059232476533616, 0]",0.0,37.05923247653362,37.05923247653362,0.9664724013308331,22.940767523466413,229.4076752346641,0,370.59232476533623,600.0000000000003
40,|,57.274565466666864,[0],57.274565466666864,57.274565466666864,57.27456546666683,57.27456546666684,37.73790211175333,37.05923247653362,"[0, 50.000000000000014, 0]","[0, 57.274565466666864, 0]",7.105427357601002e-15,0.0,57.274565466666864,57.274565466666864,0.8948506470223414,2.725434533333164,27.254345333331713,0,0.0,27.254345333331713,|,57.274565466666864,[0],57.274565466666864,57.27456546666685,37.05923247653363,"[0, 57.274565466666864, 0]",0.0,50.000000000000014,50.000000000000014,0.8812068794296221,-7.27456546666685,0,72.7456546666685,500.0000000000001,572.7456546666687,|,57.274565466666864,[0],57.27456546666686,57.274565466666836,37.059232476533616,"[0, 57.27456546666686, 0]",0.0,57.274565466666864,57.274565466666864,0.967361657913451,2.725434533333164,27.254345333331642,0,572.7456546666687,600.0000000000003
41,|,27.809667554475617,[0],27.809667554475617,27.80966755447561,35.084233021142424,27.80966755447559,50.000000000000014,57.274565466666864,"[0, 35.08423302114247, 0]","[0, 27.80966755447561, 0]",0.0,7.274565466666843,27.809667554475617,27.809667554475617,0.8961875748720616,24.91576697885757,321.9033244552441,0,0.0,321.9033244552441,|,27.809667554475617,[0],27.809667554475617,27.809667554475602,57.274565466666864,"[0, 27.809667554475617, 0]",0.0,35.08423302114247,27.809667554475617,0.8827172817930057,22.190332445524398,221.903324455244,0,350.84233021142467,572.7456546666687,|,27.80966755447561,[0],27.80966755447561,27.80966755447558,57.27456546666686,"[0, 27.80966755447561, 0]",0.0,27.80966755447561,27.80966755447561,0.9677766401008685,32.19033244552441,321.9033244552441,0,278.09667554475607,600.0000000000002
42,|,58.6731238321356,[0],58.67312383213561,58.6731238321356,58.67312383213556,58.67312383213557,35.08423302114247,27.80966755447561,"[0, 50.000000000000014, 0]","[0, 58.6731238321356, 0]",1.4210854715202004e-14,0.0,58.6731238321356,58.6731238321356,0.8988996239877404,1.3268761678644196,13.268761678644339,0,0.0,13.268761678644339,|,58.67312383213561,[0],58.67312383213561,58.673123832135595,27.809667554475617,"[0, 58.67312383213561, 0]",0.0,50.000000000000014,50.000000000000014,0.8819194822555181,-8.673123832135595,0,86.73123832135595,500.0000000000001,586.731238321356,|,58.6731238321356,[0],58.67312383213561,58.67312383213557,27.80966755447561,"[0, 58.67312383213561, 0]",0.0,58.6731238321356,58.6731238321356,0.9686184597059007,1.3268761678644196,13.268761678644196,0,586.731238321356,600.0000000000002
43,|,27.507312060323738,[0],27.50731206032374,27.50731206032374,36.180435892459286,27.507312060323713,50.000000000000014,58.6731238321356,"[0, 36.180435892459336, 0]","[0, 27.50731206032374, 0]",0.0,8.673123832135573,27.507312060323738,27.507312060323738,0.9001228961635517,23.81956410754071,324.92687939676284,0,0.0,324.92687939676284,|,27.50731206032374,[0],27.50731206032374,27.507312060323734,58.67312383213561,"[0, 27.50731206032374, 0]",0.0,36.180435892459336,27.50731206032374,0.8833482070294467,22.492687939676273,224.92687939676273,0,361.8043589245934,586.7312383213562,|,27.50731206032374,[0],27.50731206032375,27.507312060323706,58.67312383213561,"[0, 27.50731206032375, 0]",0.0,27.50731206032374,27.50731206032374,0.9689981631905961,32.49268793967629,324.92687939676284,0,275.0731206032374,600.0000000000002
44,|,42.992138811051866,[0],42.992138811051866,42.992138811051866,42.99213881105181,42.992138811051845,36.180435892459336,27.50731206032374,"[0, 42.992138811051866, 0]","[0, 42.992138811051866, 0]",2.1316282072803006e-14,0.0,42.992138811051866,42.992138811051866,0.901976602668741,17.007861188948162,170.07861188948186,0,0.0,170.07861188948186,|,42.992138811051866,[0],42.99213881105186,42.992138811051845,27.50731206032374,"[0, 42.99213881105186, 0]",0.0,42.992138811051866,42.992138811051866,0.8855132496584921,7.007861188948148,70.07861188948148,0,429.92138811051865,500.0000000000001,|,42.992138811051866,[0],42.99213881105187,42.99213881105184,27.50731206032375,"[0, 42.99213881105187, 0]",0.0,42.992138811051866,42.992138811051866,0.9695735533887392,17.00786118894817,170.0786118894817,0,429.92138811051865,600.0000000000003
45,|,50.4832558245525,[0],50.48325582455251,50.483255824552494,50.48325582455245,50.48325582455248,42.992138811051866,42.992138811051866,"[0, 50.00000000000001, 0]","[0, 50.483255824552494, 0]",2.1316282072803006e-14,0.0,50.4832558245525,50.4832558245525,0.9040673416542765,9.516744175447528,95.16744175447549,0,0.0,95.16744175447549,|,50.48325582455251,[0],50.483255824552515,50.4832558245525,42.99213881105186,"[0, 50.483255824552515, 0]",0.0,50.00000000000001,50.00000000000001,0.8877509614507817,-0.4832558245525007,0,4.832558245525007,500.00000000000006,504.8325582455251,|,50.483255824552494,[0],50.48325582455249,50.483255824552444,42.99213881105187,"[0, 50.48325582455249, 0]",0.0,50.483255824552494,50.483255824552494,0.9702225184302843,9.516744175447549,95.16744175447549,0,504.8325582455249,600.0000000000005
46,|,57.024900261127605,[0],57.024900261127605,57.0249002611276,57.50815608568005,57.02490026112758,50.00000000000001,50.483255824552494,"[0, 50.483255824552515, 0]","[0, 57.0249002611276, 0]",0.0,0.4832558245524652,57.024900261127605,57.024900261127605,0.9063242525458964,2.4918439143199507,29.75099738872416,0,0.0,29.75099738872416,|,57.024900261127605,[0],57.024900261127605,57.024900261127584,50.483255824552515,"[0, 57.024900261127605, 0]",0.0,50.483255824552515,50.000000000000014,0.8874935633318773,-7.024900261127591,0,70.24900261127591,504.83255824552515,575.081560856801,|,57.0249002611276,[0],57.024900261127605,57.024900261127556,50.48325582455249,"[0, 57.024900261127605, 0]",0.0,57.0249002611276,57.0249002611276,0.9709230632044894,2.975099738872437,29.75099738872437,0,570.249002611276,600.0000000000003
47,|,59.777175562407635,[0],59.777175562407635,59.77717556240764,66.80207582353518,59.77717556240762,50.483255824552515,57.0249002611276,"[0, 57.024900261127605, 0]","[0, 59.77717556240764, 0]",0.0,7.024900261127549,52.975099738872466,52.975099738872466,0.9058401320275384,-6.802075823535169,70.24900261127549,68.02075823535169,0.0,138.26976084662718,|,59.777175562407635,[0],59.77717556240764,59.77717556240763,57.024900261127605,"[0, 59.77717556240764, 0]",0.0,57.024900261127605,50.000000000000014,0.88626480239269,-9.77717556240762,0,97.7717556240762,570.2490026112761,668.0207582353523,|,59.77717556240764,[0],59.77717556240765,59.7771755624076,57.024900261127605,"[0, 59.77717556240765, 0]",0.0,59.77717556240764,59.77717556240764,0.9716228843173471,0.22282443759240067,2.2282443759240067,0,597.7717556240764,600.0000000000003
48,|,61.57310036810617,[0],61.57310036810616,61.57310036810617,71.35027593051373,61.57310036810615,57.024900261127605,59.77717556240764,"[0, 59.77717556240764, 0]","[0, 60.00000000000005, 0]",0.0,9.777175562407585,57.024900261127605,50.222824437592436,0.9036586028402704,-11.350275930513732,97.77175562407585,113.50275930513732,0.0,211.27451492921318,|,61.57310036810616,[0],61.573100368106154,61.57310036810615,59.77717556240764,"[0, 61.573100368106154, 0]",0.0,59.77717556240764,50.00000000000002,0.8844692805106525,-11.57310036810614,0,115.7310036810614,597.7717556240764,713.5027593051377,|,61.57310036810617,[0],61.57310036810617,61.57310036810611,59.77717556240765,"[0, 61.57310036810617, 0]",0.0,60.00000000000005,60.00000000000005,0.9716913121254348,-1.5731003681061182,0,15.731003681061182,600.0000000000005,615.7310036810617
49,|,42.261208747638534,[0],42.261208747638534,42.261208747638534,53.834309115744624,43.834309115744624,59.77717556240764,60.00000000000005,"[0, 53.834309115744674, 0]","[0, 43.83430911574465, 0]",0.0,9.999999999999993,53.611484678152266,42.261208747638534,0.9052321174750948,6.165690884255376,161.6569088425537,0,0.0,161.6569088425537,|,42.261208747638534,[0],42.26120874763853,42.26120874763852,61.573100368106154,"[0, 42.26120874763853, 0]",0.0,53.834309115744674,42.261208747638534,0.8863562084901884,7.73879125236148,77.3879125236148,0,538.3430911574467,615.7310036810615,|,42.261208747638534,[0],42.26120874763854,42.26120874763848,61.57310036810617,"[0, 42.26120874763854, 0]",0.0,43.83430911574465,42.261208747638534,0.972153669284211,17.738791252361516,177.38791252361517,0,438.3430911574465,615.7310036810617
50,|,40.11569480988854,[0],40.11569480988854,40.115694809888545,40.11569480988848,40.11569480988852,53.834309115744674,43.83430911574465,"[0, 40.11569480988854, 0]","[0, 40.115694809888545, 0]",2.842170943040401e-14,0.0,40.11569480988854,40.11569480988854,0.9066789224559276,19.884305190111483,198.84305190111513,0,0.0,198.84305190111513,|,40.11569480988854,[0],40.11569480988854,40.11569480988853,42.26120874763853,"[0, 40.11569480988854, 0]",0.0,40.11569480988854,40.11569480988854,0.8880911887305025,9.88430519011147,98.84305190111469,0,401.1569480988854,500.00000000000006,|,40.115694809888545,[0],40.11569480988855,40.11569480988849,42.26120874763854,"[0, 40.11569480988855, 0]",0.0,40.115694809888545,40.115694809888545,0.972578794431087,19.88430519011151,198.84305190111513,0,401.15694809888544,600.0000000000006
51,|,41.14122153716813,[0],41.141221537168136,41.14122153716813,41.14122153716808,41.1412215371681,40.11569480988854,40.115694809888545,"[0, 41.141221537168136, 0]","[0, 41.14122153716813, 0]",2.1316282072803006e-14,0.0,41.14122153716813,41.14122153716813,0.9081175365554988,18.8587784628319,188.58778462831924,0,0.0,188.58778462831924,|,41.141221537168136,[0],41.141221537168136,41.14122153716812,40.11569480988854,"[0, 41.141221537168136, 0]",0.0,41.141221537168136,41.141221537168136,0.8898163466261828,8.858778462831872,88.58778462831872,0,411.4122153716813,500.00000000000006,|,41.14122153716813,[0],41.14122153716813,41.141221537168065,40.11569480988855,"[0, 41.14122153716813, 0]",0.0,41.14122153716813,41.14122153716813,0.9730015127922208,18.858778462831935,188.58778462831935,0,411.41221537168127,600.0000000000007
52,|,63.703954856254136,[0],63.703954856254136,63.703954856254136,63.70395485625407,63.70395485625411,41.141221537168136,41.14122153716813,"[0, 50.00000000000001, 0]","[0, 60.000000000000064, 0]",2.842170943040401e-14,0.0,60.00000000000003,60.00000000000003,0.9089041183815099,-3.703954856254107,2.8421709430404007e-13,37.03954856254107,0.0,37.039548562541356,|,63.703954856254136,[0],63.70395485625414,63.70395485625413,41.141221537168136,"[0, 63.70395485625414, 0]",0.0,50.00000000000001,50.00000000000001,0.8873699195340958,-13.703954856254128,0,137.03954856254128,500.00000000000006,637.0395485625413,|,63.703954856254136,[0],63.703954856254136,63.70395485625408,41.14122153716813,"[0, 63.703954856254136, 0]",0.0,60.000000000000064,60.000000000000064,0.9722754169793691,-3.7039548562540716,0,37.039548562540716,600.0000000000007,637.0395485625414
53,|,51.8045787568763,[0],51.80457875687631,51.8045787568763,65.50853361313037,55.508533613130346,50.00000000000001,60.000000000000064,"[0, 63.70395485625414, 0]","[0, 55.508533613130375, 0]",0.0,10.000000000000028,50.000000000000036,46.29604514374593,0.9086206168305777,-5.508533613130375,100.00000000000028,55.08533613130375,0.0,155.08533613130402,|,51.80457875687631,[0],51.80457875687631,51.804578756876296,63.70395485625414,"[0, 51.80457875687631, 0]",0.0,63.70395485625414,50.000000000000014,0.8888173904008445,-1.804578756876296,0,18.04578756876296,637.0395485625414,655.0853361313044,|,51.8045787568763,[0],51.804578756876296,51.80457875687623,63.703954856254136,"[0, 51.804578756876296, 0]",0.0,55.508533613130375,51.8045787568763,0.9727912618112946,8.19542124312376,81.95421243123761,0,555.0853361313037,637.0395485625413
54,|,64.1959512350314,[0],64.1959512350314,64.1959512350314,66.00052999190763,64.19595123503137,63.70395485625414,55.508533613130375,"[0, 51.80457875687631, 0]","[0, 60.00000000000006, 0]",0.0,1.8045787568762535,63.70395485625414,58.19542124312377,0.9085734536414998,-6.000529991907634,18.045787568762535,60.005299919076336,0.0,78.05108748783887,|,64.1959512350314,[0],64.1959512350314,64.19595123503139,51.80457875687631,"[0, 64.1959512350314, 0]",0.0,51.80457875687631,50.000000000000014,0.8863394129642322,-14.195951235031387,0,141.95951235031387,518.0457875687631,660.005299919077,|,64.1959512350314,[0],64.1959512350314,64.19595123503133,51.804578756876296,"[0, 64.1959512350314, 0]",0.0,60.00000000000006,60.00000000000006,0.9719314146674299,-4.195951235031345,0,41.959512350313446,600.0000000000006,641.9595123503141
55,|,45.09078734219773,[0],45.090787342197736,45.090787342197736,59.286738577229045,49.286738577229045,51.80457875687631,60.00000000000006,"[0, 59.28673857722912, 0]","[0, 49.28673857722908, 0]",0.0,10.0,51.09131733410536,45.09078734219773,0.9099981604381694,0.7132614227709482,107.13261422770948,0,0.0,107.13261422770948,|,45.090787342197736,[0],45.090787342197736,45.09078734219773,64.1959512350314,"[0, 45.090787342197736, 0]",0.0,59.28673857722912,45.090787342197736,0.8881105945008108,4.909212657802279,49.092126578022786,0,592.8673857722912,641.959512350314,|,45.090787342197736,[0],45.09078734219775,45.09078734219767,64.1959512350314,"[0, 45.09078734219775, 0]",0.0,49.28673857722908,45.090787342197736,0.9723688095586185,14.909212657802321,149.09212657802323,0,492.8673857722908,641.9595123503141
